10.0,1600.0,9.0,1415.0,50.0,1413.0,52.0,1598.0
21.0,1221.0,13.0,508.0,76.0,508.0,84.0,1220.0
17.0,494.0,17.0,415.0,61.0,415.0,61.0,494.0
100.0,914.0,99.0,775.0,140.0,777.0,142.0,911.0
99.0,1294.0,95.0,1149.0,142.0,1149.0,140.0,1294.0
107.0,1580.0,107.0,1481.0,143.0,1481.0,143.0,1580.0
98.0,541.0,98.0,411.0,140.0,411.0,140.0,541.0
138.0,1286.0,135.0,1024.0,177.0,1024.0,184.0,1285.0
141.0,1584.0,136.0,1432.0,182.0,1431.0,186.0,1586.0
146.0,902.0,142.0,703.0,177.0,703.0,177.0,902.0
138.0,541.0,134.0,318.0,170.0,317.0,174.0,541.0
180.0,1591.0,176.0,1402.0,216.0,1401.0,220.0,1584.0
180.0,1293.0,176.0,1016.0,218.0,1016.0,221.0,1291.0
180.0,908.0,177.0,775.0,219.0,774.0,222.0,906.0
174.0,543.0,174.0,411.0,210.0,411.0,210.0,543.0
218.0,572.0,218.0,483.0,254.0,483.0,254.0,572.0
220.0,767.0,220.0,701.0,258.0,701.0,258.0,767.0
225.0,955.0,219.0,888.0,257.0,884.0,263.0,951.0
226.0,1150.0,226.0,1036.0,262.0,1036.0,262.0,1150.0
218.0,309.0,218.0,249.0,251.0,249.0,251.0,309.0
231.0,1592.0,231.0,1557.0,258.0,1557.0,258.0,1592.0
228.0,1539.0,228.0,1368.0,258.0,1368.0,258.0,1539.0
264.0,754.0,260.0,640.0,298.0,638.0,303.0,752.0
265.0,1153.0,270.0,1058.0,307.0,1060.0,301.0,1155.0
266.0,952.0,266.0,823.0,302.0,823.0,302.0,952.0
268.0,1534.0,268.0,1213.0,308.0,1213.0,308.0,1534.0
262.0,570.0,262.0,512.0,295.0,512.0,295.0,570.0
304.0,570.0,304.0,494.0,342.0,494.0,342.0,570.0
309.0,951.0,307.0,851.0,352.0,850.0,351.0,948.0
309.0,756.0,303.0,638.0,346.0,636.0,351.0,754.0
312.0,1532.0,312.0,1213.0,352.0,1213.0,352.0,1532.0
312.0,1148.0,312.0,1061.0,348.0,1061.0,348.0,1148.0
304.0,288.0,304.0,230.0,344.0,230.0,344.0,288.0
316.0,1596.0,316.0,1561.0,356.0,1561.0,356.0,1596.0
355.0,1149.0,360.0,1058.0,397.0,1060.0,391.0,1151.0
356.0,954.0,356.0,866.0,394.0,866.0,394.0,954.0
357.0,754.0,354.0,644.0,396.0,643.0,395.0,752.0
348.0,570.0,348.0,508.0,388.0,508.0,388.0,570.0
365.0,1592.0,365.0,1557.0,400.0,1557.0,400.0,1592.0
360.0,1532.0,356.0,1227.0,396.0,1226.0,400.0,1531.0
402.0,1146.0,402.0,1061.0,438.0,1061.0,438.0,1146.0
402.0,952.0,402.0,864.0,438.0,864.0,438.0,952.0
402.0,751.0,402.0,640.0,438.0,640.0,438.0,751.0
406.0,1532.0,401.0,1227.0,442.0,1226.0,446.0,1531.0
398.0,568.0,398.0,524.0,432.0,524.0,432.0,568.0
410.0,1596.0,409.0,1559.0,443.0,1559.0,443.0,1594.0
446.0,952.0,446.0,864.0,482.0,864.0,482.0,952.0
448.0,751.0,448.0,640.0,484.0,640.0,484.0,751.0
450.0,1528.0,447.0,1168.0,488.0,1168.0,490.0,1528.0
451.0,1143.0,451.0,1004.0,482.0,1004.0,482.0,1143.0
442.0,566.0,442.0,524.0,478.0,524.0,478.0,566.0
453.0,1591.0,452.0,1563.0,489.0,1562.0,490.0,1592.0
492.0,950.0,492.0,866.0,528.0,866.0,528.0,950.0
492.0,751.0,492.0,642.0,528.0,642.0,528.0,751.0
493.0,1144.0,493.0,1045.0,530.0,1045.0,530.0,1144.0
494.0,1530.0,491.0,1211.0,533.0,1211.0,536.0,1530.0
488.0,564.0,488.0,524.0,522.0,524.0,522.0,564.0
501.0,1590.0,501.0,1561.0,534.0,1561.0,534.0,1590.0
535.0,1147.0,540.0,1043.0,576.0,1044.0,571.0,1149.0
537.0,953.0,535.0,840.0,578.0,839.0,579.0,950.0
541.0,1530.0,541.0,1296.0,581.0,1296.0,581.0,1530.0
545.0,1590.0,545.0,1559.0,578.0,1559.0,578.0,1590.0
537.0,749.0,537.0,642.0,574.0,642.0,574.0,749.0
581.0,1148.0,586.0,1014.0,622.0,1015.0,617.0,1149.0
585.0,1528.0,583.0,1232.0,623.0,1232.0,625.0,1528.0
583.0,948.0,582.0,808.0,623.0,808.0,620.0,948.0
591.0,1588.0,591.0,1559.0,623.0,1559.0,623.0,1588.0
587.0,747.0,587.0,648.0,618.0,648.0,618.0,747.0
631.0,946.0,631.0,868.0,662.0,868.0,662.0,946.0
623.0,566.0,623.0,506.0,662.0,506.0,662.0,566.0
633.0,1528.0,628.0,1143.0,668.0,1140.0,673.0,1528.0
638.0,1591.0,636.0,1559.0,669.0,1558.0,669.0,1589.0
633.0,745.0,633.0,648.0,664.0,648.0,664.0,745.0
976.0,883.0,977.0,543.0,1016.0,541.0,1019.0,884.0
973.0,534.0,971.0,321.0,1017.0,321.0,1020.0,534.0
983.0,1257.0,983.0,905.0,1017.0,905.0,1017.0,1257.0
981.0,1605.0,982.0,1264.0,1016.0,1263.0,1020.0,1605.0
973.0,320.0,972.0,130.0,1017.0,130.0,1019.0,320.0
1021.0,1602.0,1015.0,569.0,1053.0,569.0,1056.0,1602.0
273.0,1598.0,272.0,1558.0,309.0,1560.0,307.0,1600.0
629.0,1143.0,628.0,1055.0,669.0,1055.0,669.0,1144.0
