1600.0,1214.0,1415.0,1215.0,1413.0,1174.0,1598.0,1172.0
1221.0,1203.0,508.0,1211.0,508.0,1148.0,1220.0,1140.0
494.0,1207.0,415.0,1207.0,415.0,1163.0,494.0,1163.0
914.0,1124.0,775.0,1125.0,777.0,1084.0,911.0,1082.0
1294.0,1125.0,1149.0,1129.0,1149.0,1082.0,1294.0,1084.0
1580.0,1117.0,1481.0,1117.0,1481.0,1081.0,1580.0,1081.0
541.0,1126.0,411.0,1126.0,411.0,1084.0,541.0,1084.0
1286.0,1086.0,1024.0,1089.0,1024.0,1047.0,1285.0,1040.0
1584.0,1083.0,1432.0,1088.0,1431.0,1042.0,1586.0,1038.0
902.0,1078.0,703.0,1082.0,703.0,1047.0,902.0,1047.0
541.0,1086.0,318.0,1090.0,317.0,1054.0,541.0,1050.0
1591.0,1044.0,1402.0,1048.0,1401.0,1008.0,1584.0,1004.0
1293.0,1044.0,1016.0,1048.0,1016.0,1006.0,1291.0,1003.0
908.0,1044.0,775.0,1047.0,774.0,1005.0,906.0,1002.0
543.0,1050.0,411.0,1050.0,411.0,1014.0,543.0,1014.0
572.0,1006.0,483.0,1006.0,483.0,970.0,572.0,970.0
767.0,1004.0,701.0,1004.0,701.0,966.0,767.0,966.0
955.0,999.0,888.0,1005.0,884.0,967.0,951.0,961.0
1150.0,998.0,1036.0,998.0,1036.0,962.0,1150.0,962.0
309.0,1006.0,249.0,1006.0,249.0,973.0,309.0,973.0
1592.0,993.0,1557.0,993.0,1557.0,966.0,1592.0,966.0
1539.0,996.0,1368.0,996.0,1368.0,966.0,1539.0,966.0
754.0,960.0,640.0,964.0,638.0,926.0,752.0,921.0
1153.0,959.0,1058.0,954.0,1060.0,917.0,1155.0,923.0
952.0,958.0,823.0,958.0,823.0,922.0,952.0,922.0
1534.0,956.0,1213.0,956.0,1213.0,916.0,1534.0,916.0
570.0,962.0,512.0,962.0,512.0,929.0,570.0,929.0
570.0,920.0,494.0,920.0,494.0,882.0,570.0,882.0
951.0,915.0,851.0,917.0,850.0,872.0,948.0,873.0
756.0,915.0,638.0,921.0,636.0,878.0,754.0,873.0
1532.0,912.0,1213.0,912.0,1213.0,872.0,1532.0,872.0
1148.0,912.0,1061.0,912.0,1061.0,876.0,1148.0,876.0
288.0,920.0,230.0,920.0,230.0,880.0,288.0,880.0
1596.0,908.0,1561.0,908.0,1561.0,868.0,1596.0,868.0
1149.0,869.0,1058.0,864.0,1060.0,827.0,1151.0,833.0
954.0,868.0,866.0,868.0,866.0,830.0,954.0,830.0
754.0,867.0,644.0,870.0,643.0,828.0,752.0,829.0
570.0,876.0,508.0,876.0,508.0,836.0,570.0,836.0
1592.0,859.0,1557.0,859.0,1557.0,824.0,1592.0,824.0
1532.0,864.0,1227.0,868.0,1226.0,828.0,1531.0,824.0
1146.0,822.0,1061.0,822.0,1061.0,786.0,1146.0,786.0
952.0,822.0,864.0,822.0,864.0,786.0,952.0,786.0
751.0,822.0,640.0,822.0,640.0,786.0,751.0,786.0
1532.0,818.0,1227.0,823.0,1226.0,782.0,1531.0,778.0
568.0,826.0,524.0,826.0,524.0,792.0,568.0,792.0
1596.0,814.0,1559.0,815.0,1559.0,781.0,1594.0,781.0
952.0,778.0,864.0,778.0,864.0,742.0,952.0,742.0
751.0,776.0,640.0,776.0,640.0,740.0,751.0,740.0
1528.0,774.0,1168.0,777.0,1168.0,736.0,1528.0,734.0
1143.0,773.0,1004.0,773.0,1004.0,742.0,1143.0,742.0
566.0,782.0,524.0,782.0,524.0,746.0,566.0,746.0
1591.0,771.0,1563.0,772.0,1562.0,735.0,1592.0,734.0
950.0,732.0,866.0,732.0,866.0,696.0,950.0,696.0
751.0,732.0,642.0,732.0,642.0,696.0,751.0,696.0
1144.0,731.0,1045.0,731.0,1045.0,694.0,1144.0,694.0
1530.0,730.0,1211.0,733.0,1211.0,691.0,1530.0,688.0
564.0,736.0,524.0,736.0,524.0,702.0,564.0,702.0
1590.0,723.0,1561.0,723.0,1561.0,690.0,1590.0,690.0
1147.0,689.0,1043.0,684.0,1044.0,648.0,1149.0,653.0
953.0,687.0,840.0,689.0,839.0,646.0,950.0,645.0
1530.0,683.0,1296.0,683.0,1296.0,643.0,1530.0,643.0
1590.0,679.0,1559.0,679.0,1559.0,646.0,1590.0,646.0
749.0,687.0,642.0,687.0,642.0,650.0,749.0,650.0
1148.0,643.0,1014.0,638.0,1015.0,602.0,1149.0,607.0
1528.0,639.0,1232.0,641.0,1232.0,601.0,1528.0,599.0
948.0,641.0,808.0,642.0,808.0,601.0,948.0,604.0
1588.0,633.0,1559.0,633.0,1559.0,601.0,1588.0,601.0
747.0,637.0,648.0,637.0,648.0,606.0,747.0,606.0
946.0,593.0,868.0,593.0,868.0,562.0,946.0,562.0
566.0,601.0,506.0,601.0,506.0,562.0,566.0,562.0
1528.0,591.0,1143.0,596.0,1140.0,556.0,1528.0,551.0
1591.0,586.0,1559.0,588.0,1558.0,555.0,1589.0,555.0
745.0,591.0,648.0,591.0,648.0,560.0,745.0,560.0
883.0,248.0,543.0,247.0,541.0,208.0,884.0,205.0
534.0,251.0,321.0,253.0,321.0,207.0,534.0,204.0
1257.0,241.0,905.0,241.0,905.0,207.0,1257.0,207.0
1605.0,243.0,1264.0,242.0,1263.0,208.0,1605.0,204.0
320.0,251.0,130.0,252.0,130.0,207.0,320.0,205.0
1602.0,203.0,569.0,209.0,569.0,171.0,1602.0,168.0
1598.0,951.0,1558.0,952.0,1560.0,915.0,1600.0,917.0
1143.0,595.0,1055.0,596.0,1055.0,555.0,1144.0,555.0
